"row ID","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"Row16324","NorfolkIsland",20.4,26.1,0,8,11.1,"E",50,"E","E",28,35,67,58,1019.3,1017.2,3,2,22.7,24.3,"No",0
"Row16325","NorfolkIsland",20.6,25.9,0,7.4,5.6,"E",46,"E","E",13,30,81,73,1016.8,1014,8,7,21.7,23.5,"No",0
"Row16326","NorfolkIsland",20.4,25.3,2,5,10.4,"ESE",41,"E","E",26,30,82,75,1009.4,1007.1,3,4,22.8,24.9,"Yes",0
"Row16327","NorfolkIsland",18.9,25.9,0,4.8,10.7,"E",37,"SE","E",15,24,79,68,1009.6,1009,1,3,22.4,25.1,"No",0
"Row16328","NorfolkIsland",20.9,23.5,0.4,5.4,0.7,"E",52,"E","E",26,30,93,96,1011.9,1010.7,8,8,22,21.8,"No",1
"Row16329","NorfolkIsland",21.5,25.2,2,1.2,6.8,"SW",31,"S","SW",13,20,87,81,1011.3,1009.9,7,6,23.4,23.9,"Yes",1
"Row16330","NorfolkIsland",21.1,25,1.2,5.2,4.8,"SSE",33,"SSW","S",17,22,89,84,1011,1009.5,7,7,23.2,24.4,"Yes",1
"Row16331","NorfolkIsland",20.7,25.5,1.2,4,11.3,"SW",26,"S","SSW",15,15,82,78,1009.1,1006.2,5,4,23.4,24.3,"Yes",0
"Row16332","NorfolkIsland",19.8,26,0.2,5.2,7,"WNW",33,"WNW","WNW",15,20,86,80,1006.9,1005.5,1,7,23.5,25.5,"No",1
"Row16333","NorfolkIsland",18.6,25.1,0,4.8,10.5,"ESE",31,"E","SE",17,17,61,56,1014.9,1013.4,1,1,23.6,23.9,"No",1
"Row16334","NorfolkIsland",19.1,24.5,5,5.8,6.9,"SE",35,"ESE","SE",17,20,67,61,1015,1013.4,7,2,23,23.8,"Yes",0
"Row16335","NorfolkIsland",20.6,25.3,0,5.4,6.4,"ESE",41,"ESE","ESE",19,22,74,95,1013.7,1011.5,7,8,23.3,21.5,"No",1
"Row16336","NorfolkIsland",20.3,25.3,2,4.6,10.7,"ESE",39,"ESE","SE",20,22,83,79,1011,1008.7,5,5,22.8,23.9,"Yes",0
"Row16337","NorfolkIsland",21.2,25,0,4,2.6,"E",56,"ESE","E",22,31,84,85,1007.2,1002.5,7,8,24,23.8,"No",1
"Row16338","NorfolkIsland",19.9,24.9,8,3,9.1,"WSW",50,"WSW","WSW",20,31,72,67,1002,1001,2,3,23.1,24.6,"Yes",1
"Row16339","NorfolkIsland",18.4,24,0,8,6.1,"SSE",35,"SSW","SSE",20,22,56,56,1015.5,1013.8,7,5,20.7,22.4,"No",0
"Row16340","NorfolkIsland",17.2,23.8,0,4.8,10.6,"SSE",30,"SE","SE",13,17,58,53,1018,1017,1,1,22.2,22.6,"No",0
"Row16341","NorfolkIsland",19.7,24.4,7.4,6.6,7.4,"ESE",31,"SE","SE",9,17,89,72,1019.4,1017,7,3,21.1,23.4,"Yes",0
"Row16342","NorfolkIsland",17.3,24.5,0.2,3.6,9.7,"E",30,"E","ESE",15,15,63,60,1018.2,1016.3,1,6,22.1,22.9,"No",0
"Row16343","NorfolkIsland",17,24.8,0,5.8,11.3,"ESE",26,"ESE","SE",11,15,64,59,1018.4,1017.5,2,3,22.3,23.5,"No",0
"Row16344","NorfolkIsland",18.8,25.8,0,5.6,10.3,"NNE",30,"NE","N",15,7,56,53,1020.7,1018.8,1,5,23,24.7,"No",0
"Row16345","NorfolkIsland",18.5,24.9,0,5.2,11.1,"NW",35,"WNW","WNW",13,19,63,61,1020,1017.9,2,1,22.5,23.8,"No",0
"Row16346","NorfolkIsland",20.7,24.8,2.2,5.2,5.7,"SSE",35,"SSE","SSE",19,24,77,57,1019.2,1018.6,8,1,21.7,23.7,"Yes",0
"Row16347","NorfolkIsland",19.1,24,0,5.6,6.1,"SSE",33,"SE","SE",17,19,65,54,1022.4,1020.6,4,6,22.4,23.4,"No",0
"Row16348","NorfolkIsland",19.6,24,0,5.4,10.5,"SE",37,"SE","ESE",19,20,50,50,1023.8,1022.1,1,2,22.2,23,"No",0
"Row16349","NorfolkIsland",19,24.2,0.2,7,3.4,"ESE",33,"ESE","E",19,17,62,76,1024.5,1022.5,7,7,21.7,21.3,"No",0
"Row16350","NorfolkIsland",18.8,24.8,0.8,4,8.7,"E",52,"E","ENE",28,33,67,57,1023.8,1021.3,5,4,21.7,24.1,"No",0
"Row16351","NorfolkIsland",18.4,24.8,5.8,5.4,6.5,"ENE",41,"NE","NE",19,22,75,73,1020.4,1018.3,7,7,22.2,23.5,"Yes",0
"Row16352","NorfolkIsland",19.9,25.2,0,4,9.1,"NE",46,"ENE","ENE",24,26,69,67,1019.5,1017,4,6,22.7,23.5,"No",0
"Row16353","NorfolkIsland",22,25.8,3.6,5,5.4,"NNE",48,"NNE","NNE",30,26,84,75,1019.9,1019,7,7,23.2,24.5,"Yes",0
"Row16354","NorfolkIsland",21.3,25.2,0,4.6,9.8,"NE",37,"NE","NE",24,24,74,63,1020,1018.6,4,1,23,23.4,"No",0
"Row16355","NorfolkIsland",19.7,25.6,0,5,9.4,"N",35,"NNE","NNE",15,20,74,77,1018.6,1016.1,6,3,23.1,23.4,"No",1
"Row16356","NorfolkIsland",20.3,24.9,5.6,2.8,6.8,"NW",37,"WNW","W",20,17,95,74,1015.4,1013.1,7,5,21.4,24.7,"Yes",1
"Row16357","NorfolkIsland",20.2,24.1,1.6,2.6,8.7,"SSE",24,"S","S",9,13,77,65,1015.4,1013.8,6,6,22.7,23.5,"Yes",1
"Row16358","NorfolkIsland",17.7,21.1,1.6,5.2,0.3,"SSE",48,"NNE","NE",13,11,95,91,1014,1010.8,8,8,18.8,16.8,"Yes",1
"Row16359","NorfolkIsland",17.7,21.4,1.2,6,7.7,"SSW",50,"SSW","S",26,26,67,66,1014.7,1015.4,5,5,19.7,20.4,"Yes",0
"Row16360","NorfolkIsland",17.8,22.4,0.4,4.2,5.3,"S",35,"SSE","SSE",17,17,58,56,1023,1022.3,7,7,19.6,20.5,"No",0
"Row16361","NorfolkIsland",16.4,22.9,0,3.6,10.4,"ESE",24,"ESE","SE",9,13,56,57,1026,1023.8,2,2,21.1,21.8,"No",0
"Row16362","NorfolkIsland",16.4,23.2,0,3.4,10.2,"E",28,"SSW","SE",4,17,70,57,1024.3,1021.8,1,2,20.9,22.4,"No",0
"Row16363","NorfolkIsland",18.7,23.6,0,4.4,6.9,"ENE",46,"E","ENE",28,22,69,74,1022.5,1021,3,7,22.1,22.5,"No",0
"Row16364","NorfolkIsland",18.8,23.7,0.8,3.6,5.7,"ENE",46,"ENE","E",22,26,69,81,1021.6,1020,7,8,21.6,21.1,"No",0
"Row16365","NorfolkIsland",18.8,23.2,0.4,3.6,2.6,"E",54,"ENE","ENE",33,30,74,71,1020,1017.9,7,7,21.5,22.1,"No",0
"Row16366","NorfolkIsland",19.6,23.5,2.6,3.2,6.4,"NE",48,"NE","NE",28,30,74,70,1018,1015.4,7,4,21.4,22.3,"Yes",0
"Row16367","NorfolkIsland",20.5,23.8,17,3.6,10,"NNE",65,"W","W",28,31,75,55,1009.8,1008.8,1,1,22.8,23.1,"Yes",0
"Row16368","NorfolkIsland",19.7,22.7,0,4,9.2,"SW",39,"SW","SSW",17,24,58,54,1016.3,1015.8,3,6,21.5,21.4,"No",0
"Row16369","NorfolkIsland",17.4,22,0,5.8,9.6,"S",35,"S","S",17,22,58,47,1022,1020.8,5,1,20.6,21.1,"No",0
"Row16370","NorfolkIsland",16.3,22.2,0.8,4.6,9.7,"SSW",33,"S","SSE",13,19,54,61,1025.3,1023.1,1,3,20.3,21.2,"No",0
"Row16371","NorfolkIsland",20.6,23.3,0.2,2.6,2.1,"NE",57,"NE","NE",33,33,79,81,1019.2,1017.8,8,8,21.8,22,"No",0
"Row16372","NorfolkIsland",21,23.1,0,2.8,1.1,"NE",48,"NE","NE",28,19,86,83,1019.7,1017.7,7,7,21.1,22.3,"No",0
"Row16373","NorfolkIsland",20.8,22.4,0,2.6,1.5,"SW",31,"WNW","SSE",15,13,87,85,1012.4,1010.1,7,7,22.1,20.5,"No",0
"Row16374","NorfolkIsland",17.2,21.8,0.2,1,9.8,"NA",,"S","SSE",19,20,65,57,1014,1013.2,2,2,20.6,20.6,"No",1
"Row16375","NorfolkIsland",16.3,22.5,0.6,2.2,9.9,"WNW",41,"W","WNW",20,20,54,62,1014.7,1011.8,1,3,20.5,21.5,"No",1
"Row16376","NorfolkIsland",17.6,23.1,2.8,4,7.2,"W",54,"W","SW",24,22,71,68,1013.8,1013.2,1,7,21.5,21.4,"Yes",1
"Row16377","NorfolkIsland",17,22.7,1.2,4.2,7.4,"N",31,"NNE","NNE",7,15,67,66,1018.5,1016.3,7,2,19.9,21.5,"Yes",1
"Row16378","NorfolkIsland",16.2,20.8,6.4,5.8,8.5,"SW",72,"WSW","WSW",31,37,57,44,1014.8,1012.5,4,2,19.4,19.3,"Yes",0
"Row16379","NorfolkIsland",14.6,21,0.8,6.6,8.9,"SW",65,"SSW","S",35,30,70,56,1020.8,1020.8,7,3,18.2,20.3,"No",0
"Row16380","NorfolkIsland",16.8,20.9,0.2,5.8,5.4,"SE",43,"SE","SE",22,20,74,80,1026.5,1025.2,7,6,18.3,18.1,"No",0
"Row16381","NorfolkIsland",15.7,20.9,0.4,3.4,3.5,"SE",33,"ESE","ESE",15,13,49,54,1024.9,1022.9,7,7,18.6,18.7,"No",0
"Row16382","NorfolkIsland",13.8,21.3,0,3.6,7.9,"NE",28,"ENE","ENE",11,15,53,48,1025,1022.2,5,3,18.5,20.2,"No",0
"Row16383","NorfolkIsland",13.9,21.7,0,2.8,7.2,"NE",28,"ENE","NNE",11,15,60,65,1023.7,1020.6,2,6,20.1,20.4,"No",1
"Row16384","NorfolkIsland",18.2,22.1,4.2,3.2,6.1,"WNW",72,"WNW","WSW",39,44,78,60,1007.7,1006.9,7,5,19.7,20.1,"Yes",1
"Row16385","NorfolkIsland",16.5,20.2,0,4.6,7.5,"S",35,"S","S",19,15,51,45,1026.2,1023.6,5,1,18.6,19.3,"No",0
"Row16386","NorfolkIsland",14.7,21.1,0,3,4.4,"SW",35,"WNW","W",11,17,57,52,1023,1020.7,7,7,18.7,19.9,"No",0
"Row16387","NorfolkIsland",14.1,19.9,0.2,2.8,7.8,"WSW",31,"SE","ESE",9,15,72,59,1023.7,1022.1,1,1,18.7,19.1,"No",0
"Row16388","NorfolkIsland",15.4,19.8,0.4,3,9.2,"ESE",26,"SE","SE",15,15,57,52,1026.6,1024.4,2,1,18.3,18.9,"No",0
"Row16389","NorfolkIsland",13,20.3,0,3.2,9.2,"NW",33,"NE","NNE",9,13,51,51,1023.6,1019.3,6,6,18.2,19,"No",1
"Row16390","NorfolkIsland",16.5,21.1,3,2.4,9.5,"WNW",39,"SSW","SW",13,19,71,58,1017.6,1015.5,7,2,19.5,20.1,"Yes",0
"Row16391","NorfolkIsland",15.1,19.7,0.6,5.6,7.4,"WSW",67,"W","W",33,35,55,57,1012.4,1011.4,3,6,18.5,19.2,"No",0
"Row16392","NorfolkIsland",16.1,20.2,0.4,5.4,8.4,"WSW",54,"WSW","WSW",26,31,53,54,1014.8,1013.8,1,2,18.5,19,"No",1
"Row16393","NorfolkIsland",16.5,19.2,0,3,5.8,"E",50,"ESE","ESE",24,28,65,79,1023.4,1022.2,7,7,17.7,16.6,"No",1
"Row16394","NorfolkIsland",15.2,19.4,1.8,5,5.8,"ESE",52,"ESE","ESE",24,20,58,51,1026.6,1025,2,7,17.4,18.1,"Yes",0
"Row16395","NorfolkIsland",16.2,20.1,0,4.8,7.4,"E",37,"E","E",19,19,50,52,1027.7,1025.4,7,1,18.2,18.9,"No",0
"Row16396","NorfolkIsland",14.5,19.9,0,3.4,0.2,"E",24,"ESE","E",9,11,65,52,1026.6,1025.5,7,7,18.3,18.9,"No",0
"Row16397","NorfolkIsland",16.6,18.8,0.4,3,2.1,"SSE",37,"SE","SE",24,17,87,71,1026.2,1023,7,7,16.9,17.8,"No",0
"Row16398","NorfolkIsland",14.7,19.3,0.6,3.2,5.7,"SE",30,"ESE","SSE",13,17,87,54,1025.4,1023.5,7,1,16,18.4,"No",0
"Row16399","NorfolkIsland",14.8,19.5,0,2.4,4,"ESE",26,"E","ESE",15,15,52,51,1025.8,1023.9,7,3,17.8,19.3,"No",0
"Row16400","NorfolkIsland",14.6,19.1,0,3.2,0,"SSW",24,"NA","SSW",0,13,57,51,1024.9,1022.3,7,7,16.9,17.9,"No",0
"Row16401","NorfolkIsland",14.1,19,1.8,3.8,9,"E",50,"ENE","ENE",31,22,50,50,1027.4,1026,5,5,16.7,17.8,"Yes",0
"Row16402","NorfolkIsland",15.9,21.2,0.2,2.6,2.8,"NNE",63,"N","NNE",20,22,75,74,1020.4,1016.8,7,7,18.3,19.1,"No",1
"Row16403","NorfolkIsland",17.4,20.7,7.4,3.2,2.4,"N",70,"NW","W",24,30,96,68,1012.9,1011.1,8,6,18.3,20.4,"Yes",1
"Row16404","NorfolkIsland",16.7,19.5,4.2,1.4,8.6,"S",48,"SSW","SW",17,28,65,62,1016,1015.2,3,2,17.8,18.5,"Yes",0
"Row16405","NorfolkIsland",13.2,18,0.8,3.8,7.7,"SE",50,"SSE","SE",28,26,59,53,1021.4,1020,2,5,15.6,16.3,"No",1
"Row16406","NorfolkIsland",13.8,17.2,3.6,4.4,7.7,"ESE",48,"SE","ESE",20,20,52,50,1024.4,1022.3,2,4,16.2,15.9,"Yes",0
"Row16407","NorfolkIsland",12.2,18.9,0.2,4,1.5,"ESE",35,"ESE","NA",13,0,55,66,1024.3,1023.2,7,7,15.8,16.6,"No",0
"Row16408","NorfolkIsland",13.2,17.7,1,2,7.7,"ESE",30,"S","SE",9,15,82,60,1026.1,1025,4,2,15.1,17.1,"No",0
"Row16409","NorfolkIsland",14,18.5,0,2.2,7.6,"S",35,"S","SSE",20,19,65,54,1028.6,1026.2,3,1,16.6,17.8,"No",0
"Row16410","NorfolkIsland",14.8,19.3,0,3,9.6,"SSE",33,"SSE","S",11,13,57,67,1028.8,1026.2,1,1,17.6,17.6,"No",0
"Row16411","NorfolkIsland",14.5,19,0,3.6,8.4,"ESE",31,"SE","SE",17,17,60,47,1028.6,1026.3,7,1,17,17.9,"No",0
"Row16412","NorfolkIsland",13.3,18.6,0,2.8,6.8,"E",26,"ESE","ESE",11,11,59,56,1026.5,1023.9,2,1,16.8,17.6,"No",0
"Row16413","NorfolkIsland",11.5,19.3,0,2.2,9,"N",37,"NE","NNE",15,20,66,59,1021.3,1017.4,3,3,17.2,18.9,"No",1
"Row16414","NorfolkIsland",15.8,19.7,3.2,2.6,3.1,"WSW",54,"NNW","WNW",9,13,93,75,1013.1,1008,8,2,16.9,18.6,"Yes",1
"Row16415","NorfolkIsland",12.9,17.2,8,1.8,7.4,"SSW",72,"SW","SSW",30,35,74,62,1009.5,1011.6,1,5,16.3,16.8,"Yes",1
"Row16416","NorfolkIsland",12.3,19.1,0,2.4,9.5,"WNW",26,"WNW","WNW",9,17,67,58,1020,1017.6,1,1,17,18.7,"No",0
"Row16417","NorfolkIsland",14.4,18.8,0.6,4.6,6.1,"NW",57,"NW","NW",17,24,62,80,1015.8,1012.7,5,7,17.1,16.4,"No",1
"Row16418","NorfolkIsland",11.5,16,0.6,3,9,"SSW",54,"S","S",26,26,47,55,1022.1,1020.6,1,,14.4,15,"No",0
"Row16419","NorfolkIsland",11.6,17.1,0.6,4.4,8.7,"SSE",48,"S","SSE",24,20,67,55,1024.2,1022.6,1,1,13.7,16.6,"No",0
"Row16420","NorfolkIsland",11.1,17.5,1,3.8,6.3,"E",31,"ESE","E",11,13,63,57,1025.2,1022.9,6,5,14.4,14.8,"No",0
"Row16421","NorfolkIsland",10.8,17.8,0,2.2,5.1,"NNE",43,"ENE","NE",20,22,63,79,1024.5,1020.8,1,7,15.3,15.6,"No",1
"Row16422","NorfolkIsland",14.1,20,27.4,0.6,9.3,"W",33,"W","SW",15,17,69,67,1017.7,1017.1,5,1,18.8,19.5,"Yes",0
"Row16423","NorfolkIsland",13.3,19.2,0.4,3.4,8,"SSE",22,"NW","SSE",4,15,78,68,1021.1,1018.7,7,1,17.2,18.2,"No",0
"Row16424","NorfolkIsland",13.3,18.5,1,3.2,0.1,"NNE",57,"N","NNE",6,26,76,86,1018.3,1013.2,7,8,17.1,16.6,"No",1
"Row16425","NorfolkIsland",15.9,19.4,27.8,3.8,7.7,"WNW",65,"W","W",39,43,58,63,1012.1,1011.1,2,2,17.6,18.8,"Yes",0
"Row16426","NorfolkIsland",14.9,17.1,0,4,7.6,"SW",63,"SSW","SSE",31,15,51,68,1019.7,1020.2,3,7,15.9,14.8,"No",0
"Row16427","NorfolkIsland",11.7,16.3,0.8,3.8,5.5,"S",37,"SSE","S",19,20,72,72,1026.2,1024.4,7,7,13.4,14.9,"No",1
"Row16428","NorfolkIsland",12.7,17.3,2.8,4.2,5.4,"ESE",48,"SE","SE",19,19,65,59,1028.8,1028.2,7,5,14.9,16.4,"Yes",0
"Row16429","NorfolkIsland",14,18.5,0.6,3.8,7.9,"E",46,"E","E",22,28,46,46,1033,1030.6,2,4,16,17.2,"No",0
"Row16430","NorfolkIsland",12.8,18,0.6,4,2.7,"ENE",41,"ESE","ENE",13,20,67,63,1031.8,1029.4,7,7,15.8,16.8,"No",1
"Row16431","NorfolkIsland",13.3,19.2,11.2,2.6,6.4,"ENE",41,"E","ENE",19,26,79,68,1029.5,1027.1,5,3,16.9,18.3,"Yes",0
"Row16432","NorfolkIsland",15.4,19.7,1,4,7.8,"N",44,"NE","NNE",24,20,71,77,1027.4,1023.7,2,7,18.2,17.5,"No",1
"Row16433","NorfolkIsland",17.2,19.3,2.2,2.2,2.1,"N",52,"NW","SSW",17,15,92,84,1021.9,1019.9,8,6,18,18.6,"Yes",1
"Row16434","NorfolkIsland",16.8,19.1,0,2.8,6.9,"SW",50,"SW","SW",19,22,76,64,1020.9,1019.8,7,,17.7,17.7,"No",0
"Row16435","NorfolkIsland",13.7,17.7,0.6,3.2,6.8,"SSW",50,"S","S",20,22,59,53,1024.9,1023.2,1,1,15.8,16.3,"No",0
"Row16436","NorfolkIsland",13.6,17.5,0.4,4.4,6.1,"SSE",35,"ESE","E",19,26,50,70,1026.5,1024.3,7,7,15.7,16.1,"No",0
"Row16437","NorfolkIsland",12.8,19.6,0,1.8,5.6,"NE",24,"E","ESE",9,7,67,73,1024.2,1022.7,1,1,17.5,16.9,"No",1
"Row16438","NorfolkIsland",12.6,19.7,2.4,2.2,5.7,"ENE",28,"ESE","NE",9,15,79,63,1026.5,1024.5,2,2,16.8,18.3,"Yes",0
"Row16439","NorfolkIsland",16.2,20.6,0,3.6,9.7,"NNE",48,"N","NNE",17,28,58,67,1020.5,1017.6,1,1,18.7,19.4,"No",1
"Row16440","NorfolkIsland",15.6,19.6,10.8,1,9.1,"W",48,"W","W",20,26,62,55,1010.3,1008.8,1,2,18.4,19.1,"Yes",0
"Row16441","NorfolkIsland",14.8,18.3,0.2,4,8.5,"SSW",43,"SSW","S",20,24,62,58,1013.4,1012.3,2,2,16.7,16.6,"No",0
"Row16442","NorfolkIsland",12.9,18.4,0.6,5.6,8.7,"WSW",46,"WSW","SW",20,28,57,72,1014.9,1012.2,4,7,16.1,15.6,"No",1
"Row16443","NorfolkIsland",10.9,16.5,12.2,4.8,8.7,"WSW",54,"SSW","SSW",19,28,71,64,1014.3,1013.4,6,5,14.3,15.5,"Yes",0
"Row16444","NorfolkIsland",10.9,16.4,1,4.2,8.1,"SW",39,"SW","SW",17,19,55,49,1017.9,1016.6,3,2,14.1,15.6,"No",0
"Row16445","NorfolkIsland",11,16.8,0.8,2.4,8.7,"SSW",39,"S","S",17,13,48,54,1020.8,1020.1,1,1,14.7,15.7,"No",0
"Row16446","NorfolkIsland",13.6,19.3,11.2,3.8,9.5,"W",61,"SW","WSW",31,30,59,63,1016.3,1015.9,2,5,17.5,18.8,"Yes",0
"Row16447","NorfolkIsland",14.1,18.4,0.2,6.2,9.5,"SW",48,"SW","SSW",22,31,63,67,1019.7,1017.6,1,1,16.8,17.1,"No",0
"Row16448","NorfolkIsland",13.6,18.1,1,3.2,9.6,"SSW",63,"SW","SW",22,31,56,67,1017.9,1015.3,1,1,16.7,16.4,"No",0
"Row16449","NorfolkIsland",12.5,17.2,0,3.8,6.9,"S",37,"S","NE",13,9,57,66,1019.5,1018.4,1,4,15.4,15.1,"No",0
"Row16450","NorfolkIsland",11.5,19,0.2,2.8,7.5,"NNW",28,"NE","W",11,15,66,45,1021.6,1020.1,1,1,16.1,18.1,"No",0
"Row16451","NorfolkIsland",14,17.5,0,5,9.6,"SE",39,"S","SSE",20,22,54,61,1026.7,1025.1,2,2,15.8,16.4,"No",0
"Row16452","NorfolkIsland",12.3,17.7,0,3.4,10,"SSE",30,"ESE","S",15,19,65,53,1026.4,1023.9,1,2,15.6,16.5,"No",0
"Row16453","NorfolkIsland",11.6,18.6,0,3,8.6,"ESE",28,"E","ENE",17,13,53,52,1025.5,1022.9,3,1,16.6,17.8,"No",0
"Row16454","NorfolkIsland",12.2,20,0,3.2,6.4,"WNW",30,"NNW","WNW",9,15,68,54,1025.4,1022.7,7,4,15.9,18.8,"No",0
"Row16455","NorfolkIsland",14.2,20.3,4.6,2.4,8.3,"ENE",37,"ENE","NE",13,19,74,65,1027.7,1025.8,7,2,17.7,19.1,"Yes",1
"Row16456","NorfolkIsland",15.2,19.8,5.2,3.4,7.4,"NE",41,"ENE","NE",19,26,77,62,1027.4,1024.3,7,1,17.4,19.1,"Yes",0
"Row16457","NorfolkIsland",15.8,20.4,0.4,4.4,8.7,"NE",39,"ENE","NNE",11,20,85,74,1026.1,1023,2,5,17.2,18.9,"No",0
"Row16458","NorfolkIsland",16.3,21.7,0.4,3.6,9,"N",46,"N","N",20,17,73,70,1021.1,1018,1,4,19.1,20.4,"No",1
"Row16459","NorfolkIsland",16.8,18.6,21.4,5.4,,"NW",61,"N","NW",15,15,92,94,,1007.5,8,7,17.5,16.8,"Yes",1
"Row16460","NorfolkIsland",15.9,20.1,24,1,10.4,"W",39,"W","W",22,28,59,54,1013.6,1012.5,1,2,18.3,19.2,"Yes",0
"Row16461","NorfolkIsland",15.7,20,0,5.4,10.3,"WSW",35,"SW","WSW",13,9,59,63,1019.1,1017.2,1,2,18,19.3,"No",0
"Row16462","NorfolkIsland",15.5,19.8,0,4,3.8,"W",69,"NNW","WNW",28,31,65,73,1011.2,1007.4,3,2,19.8,17.7,"No",1
"Row16463","NorfolkIsland",13.7,18.2,0.4,4.4,9,"SSW",41,"SSW","SW",19,20,68,60,1018.3,1016.2,4,1,16.4,17.3,"No",1
"Row16464","NorfolkIsland",12.7,16.9,11.6,4.6,9.9,"SSE",48,"SSE","SSE",28,19,62,47,1020.9,1020.7,5,1,14.8,15.5,"Yes",0
"Row16465","NorfolkIsland",13.1,18.5,0,5,4.6,"NE",31,"E","ENE",17,15,57,51,1025.2,1022.8,7,4,16,17.9,"No",1
"Row16466","NorfolkIsland",14.6,21.1,2,4.8,7.2,"N",48,"NNE","N",17,20,74,63,1022.1,1017.8,7,6,16,18.7,"Yes",1
"Row16467","NorfolkIsland",14.6,19.5,9,5.4,9.8,"SSW",46,"SW","SW",28,28,70,57,1017.8,1017.4,4,2,16.9,18.5,"Yes",0
"Row16468","NorfolkIsland",14.9,19.4,0.4,3.8,8.8,"S",37,"S","S",20,24,52,63,1025.5,1023.9,3,6,17.9,17.6,"No",0
"Row16469","NorfolkIsland",14.7,18.8,0,5,4.1,"SSW",37,"SE","SSW",17,26,62,79,1026.3,1023.7,7,7,16.5,16,"No",0
"Row16470","NorfolkIsland",13.5,18.9,4.4,4.4,7.7,"SE",41,"E","SE",26,19,85,51,1024.1,1022.5,7,1,15.4,18.1,"Yes",0
"Row16471","NorfolkIsland",13.1,20,0,4,7.1,"NE",33,"NE","NE",11,20,61,66,1023.8,1021.3,7,3,17.9,18,"No",0
"Row16472","NorfolkIsland",16.3,21.5,0.2,4.8,7.4,"N",35,"N","NNW",19,15,68,67,1020.6,1018.3,4,4,18.2,20,"No",0
"Row16473","NorfolkIsland",15.5,20.9,1,3.4,9.3,"WSW",26,"W","SW",13,15,71,70,1018.6,1016.7,3,2,19.4,20.2,"No",1
"Row16474","NorfolkIsland",14.5,18.9,2.6,4,0.7,"SSE",35,"ENE","SE",15,20,78,85,1017.1,1015.2,7,7,18.5,16.9,"Yes",1
"Row16475","NorfolkIsland",14.5,18,5,3.4,5.9,"SSW",52,"S","S",19,30,56,64,1018.1,1015.5,7,5,15.3,16,"Yes",0
"Row16476","NorfolkIsland",14,18.5,0.2,6.2,5.9,"SW",41,"SSW","SW",15,24,52,60,1016.3,1014,7,6,16.4,16.5,"No",0
"Row16477","NorfolkIsland",13.7,20.1,0,4.6,9.8,"WSW",50,"W","WNW",20,17,58,84,1013.8,1011,1,4,17.9,16.7,"No",1
"Row16478","NorfolkIsland",14.4,19.4,4.8,5.8,10.1,"W",61,"SW","SSW",30,33,69,62,1009.1,1009.6,4,3,16.4,18.4,"Yes",0
"Row16479","NorfolkIsland",14.1,19.6,0.8,4.8,10.5,"S",30,"SSE","SSE",17,17,64,63,1015.6,1014.7,1,1,17.4,19,"No",0
"Row16480","NorfolkIsland",12.4,19.3,0,6.4,5.5,"SE",19,"SE","ENE",9,9,64,64,1019.5,1018.4,1,2,18.1,17.6,"No",0
"Row16481","NorfolkIsland",15,20.2,8,4,0.3,"ENE",41,"ENE","E",22,28,77,77,1025.5,1023.6,7,7,18,18.5,"Yes",0
"Row16482","NorfolkIsland",15.2,20.6,0,2.4,10,"ENE",37,"ENE","E",22,22,67,73,1027.8,1026.4,1,2,19.1,18.7,"No",0
"Row16483","NorfolkIsland",14.1,19.8,0,3.8,11.5,"SW",37,"SE","SSW",11,15,64,61,1027.5,1024.2,1,,18.3,19,"No",0
"Row16484","NorfolkIsland",16.1,19.3,0,5.2,8.9,"S",56,"S","S",28,30,56,59,1025.3,1023.2,2,7,18,17.7,"No",0
"Row16485","NorfolkIsland",16.2,20.4,0,5.6,3.7,"E",44,"ENE","NA",19,,58,,1029.5,,7,,18.5,,"No",0
"Row16486","NorfolkIsland",15.3,19.2,0,6.8,4.4,"SE",52,"SE","SE",26,24,52,47,1029.9,1027.6,7,,16.5,17.9,"No",0
"Row16487","NorfolkIsland",13.7,19.1,0,5.6,9.4,"SSE",35,"SSE","S",17,24,64,58,1028.4,1025.9,3,1,17,17.4,"No",0
"Row16488","NorfolkIsland",14.7,19,0,5.6,2.4,"ESE",31,"ESE","SE",13,15,55,58,1027.3,1025.2,7,2,17.3,18.3,"No",0
"Row16489","NorfolkIsland",13.4,19.7,0,4,9.7,"SE",31,"SSE","SE",15,17,71,56,1027.1,1024.2,6,1,17.5,18.3,"No",0
"Row16490","NorfolkIsland",13.3,20.1,0,4.6,9.1,"ENE",20,"NE","WSW",13,4,60,56,1024.9,1022.9,1,1,18.1,19.7,"No",0
"Row16491","NorfolkIsland",15.5,19.4,13.6,4.6,2.6,"E",50,"ESE","ESE",24,24,90,72,1024.7,1023.8,7,7,17.4,17.6,"Yes",1
"Row16492","NorfolkIsland",15.5,20.5,1.6,5.2,5.6,"ENE",48,"E","E",24,30,90,68,1026.7,1025,8,3,16.3,18.7,"Yes",0
"Row16493","NorfolkIsland",15.7,21.2,1,2.8,8.9,"E",43,"E","E",26,26,70,68,1026.7,1024.5,5,3,18.9,20,"No",0
